episode,reward,epsilon
1,-3.0325000000000006,0.5
2,-2.7775,0.499
3,-2.9812500000000006,0.498002
4,-3.214999999999999,0.497005996
5,-2.9875000000000003,0.496011984008
6,-3.0512500000000005,0.495019960039984
7,-2.9962500000000003,0.49402992011990404
8,-3.025000000000001,0.49304186027966423
9,-3.37125,0.49205577655910493
10,-3.1712499999999997,0.4910716650059867
11,-2.9749999999999996,0.49008952167597475
12,-3.2612500000000013,0.4891093426326228
13,-3.4562500000000007,0.4881311239473575
14,-3.3375,0.4871548616994628
15,-3.0587500000000007,0.4861805519760639
16,-2.98,0.4852081908721118
17,-2.9875000000000007,0.4842377744903676
18,-2.7900000000000005,0.48326929894138687
19,-2.8100000000000005,0.4823027603435041
20,-3.0212500000000007,0.4813381548228171
21,-2.7587500000000005,0.48037547851317147
22,-2.91875,0.4794147275561451
23,-2.9087500000000013,0.47845589810103284
24,-2.876250000000001,0.4774989863048308
25,-2.9137500000000007,0.4765439883322211
26,-2.9137500000000007,0.4755909003555567
27,-2.9612500000000006,0.47463971855484555
28,-3.0200000000000014,0.47369043911773584
29,-2.890000000000001,0.47274305823950036
30,-2.7700000000000005,0.47179757212302137
31,-2.8712500000000007,0.47085397697877535
32,-2.835,0.4699122690248178
33,-3.00875,0.46897244448676817
34,-2.8562500000000006,0.46803449959779464
35,-2.9187500000000006,0.46709843059859907
36,-2.81,0.46616423373740185
37,-2.971250000000001,0.465231905269927
38,-2.777499999999999,0.4643014414593872
39,-2.897500000000001,0.4633728385764684
40,-3.0912500000000014,0.46244609289931543
41,-3.006250000000001,0.4615212007135168
42,-2.8975000000000013,0.4605981583120898
43,-2.937500000000001,0.4596769619954656
44,-3.1262500000000006,0.45875760807147464
45,-3.34875,0.45784009285533167
46,-3.0425000000000013,0.456924412669621
47,-3.167500000000001,0.4560105638442818
48,-2.866250000000001,0.4550985427165932
49,0.2599999999999998,0.45418834563116006
50,-2.895000000000001,0.45327996893989775
51,-3.4500000000000015,0.45237340900201795
52,-2.942500000000001,0.45146866218401394
53,-3.0175,0.4505657248596459
54,-2.6887499999999998,0.4496645934099266
55,-3.1025000000000005,0.44876526422310675
56,-3.3687499999999995,0.44786773369466054
57,-1.2262500000000003,0.44697199822727124
58,-2.9575000000000014,0.4460780542308167
59,-3.0275,0.44518589812235504
60,-2.847500000000001,0.4442955263261103
61,-3.0200000000000005,0.4434069352734581
62,-3.111250000000001,0.4425201214029112
63,-2.8600000000000008,0.44163508116010536
64,-2.9575000000000014,0.44075181099778515
65,-2.940000000000001,0.4398703073757896
66,-2.930000000000001,0.438990566761038
67,-0.8612500000000003,0.4381125856275159
68,-3.092500000000001,0.4372363604562609
69,-2.9100000000000015,0.4363618877353484
70,-2.8175000000000012,0.4354891639598777
71,-2.9575000000000005,0.4346181856319579
72,-0.7437499999999995,0.433748949260694
73,-2.916250000000001,0.43288145136217265
74,-2.9837499999999997,0.4320156884594483
75,-3.055,0.43115165708252945
76,-2.8075,0.4302893537683644
77,-2.911250000000001,0.42942877506082766
78,0.16500000000000004,0.428569917510706
79,-2.8600000000000003,0.4277127776756846
80,-2.8650000000000007,0.4268573521203332
81,-3.013750000000001,0.42600363741609254
82,-2.877500000000001,0.42515163014126034
83,-2.7775000000000003,0.4243013268809778
84,-2.8725000000000005,0.42345272422721586
85,-2.951250000000001,0.4226058187787614
86,-2.9075,0.4217606071412039
87,-2.7875,0.4209170859269215
88,-3.0962500000000017,0.42007525175506766
89,-2.9725,0.4192351012515575
90,-3.0187500000000003,0.4183966310490544
91,-2.8962500000000007,0.41755983778695627
92,-2.9587500000000007,0.41672471811138234
93,-2.8787500000000006,0.4158912686751596
94,0.035000000000000364,0.41505948613780924
95,-2.948750000000001,0.4142293671655336
96,-2.8625000000000007,0.41340090843120253
97,-3.0500000000000007,0.41257410661434013
98,-2.8600000000000003,0.4117489584011115
99,-2.9200000000000013,0.4109254604843093
100,-3.032500000000001,0.4101036095633407
101,-2.9150000000000014,0.409283402344214
102,-2.986250000000001,0.40846483553952556
103,-2.915,0.4076479058684465
104,-3.0512500000000014,0.4068326100567096
105,-2.88625,0.4060189448365962
106,-2.965000000000001,0.40520690694692296
107,-2.8800000000000003,0.4043964931330291
108,-2.9425000000000003,0.40358770014676304
109,-2.81375,0.4027805247464695
110,0.7224999999999999,0.4019749636969766
111,-2.9300000000000006,0.40117101376958264
112,-2.9237500000000014,0.4003686717420435
113,-2.7199999999999993,0.3995679343985594
114,-3.381249999999999,0.3987687985297623
115,0.46499999999999986,0.3979712609327028
116,0.08875000000000033,0.39717531841083736
117,-3.1849999999999996,0.3963809677740157
118,-3.073750000000001,0.39558820583846765
119,-2.9600000000000013,0.39479702942679074
120,-2.9512500000000004,0.39400743536793714
121,-2.9300000000000006,0.39321942049720127
122,1.50875,0.3924329816562069
123,-2.93375,0.3916481156928945
124,-3.091250000000001,0.3908648194615087
125,-2.8887500000000004,0.39008308982258566
126,-3.0912500000000005,0.3893029236429405
127,-3.1100000000000003,0.3885243177956546
128,-3.23375,0.3877472691600633
129,-2.8487500000000003,0.38697177462174315
130,-3.1900000000000004,0.38619783107249966
131,0.1475000000000002,0.3854254354103547
132,-3.343749999999999,0.384654584539534
133,-3.1724999999999994,0.3838852753704549
134,-2.9612500000000006,0.383117504819714
135,-2.821250000000001,0.3823512698100746
136,0.11250000000000004,0.3815865672704545
137,-2.9275000000000007,0.3808233941359136
138,-3.002500000000001,0.38006174734764175
139,-2.9300000000000006,0.37930162385294647
140,-2.9737500000000003,0.3785430206052406
141,-2.77125,0.3777859345640301
142,-3.0250000000000004,0.37703036269490203
143,-2.858750000000001,0.37627630196951223
144,-3.3212500000000005,0.3755237493655732
145,-3.0600000000000005,0.37477270186684203
146,-2.8600000000000003,0.37402315646310835
147,0.6224999999999999,0.3732751101501821
148,-3.10375,0.37252855992988176
149,-3.081250000000001,0.371783502810022
150,-2.887500000000001,0.3710399358044019
151,-3.0875,0.37029785593279313
152,-1.30875,0.36955726022092755
153,-2.906250000000001,0.3688181457004857
154,0.8600000000000001,0.36808050940908477
155,-2.9825000000000004,0.3673443483902666
156,-2.9800000000000013,0.366609659693486
157,-1.0575000000000008,0.36587644037409905
158,-2.9500000000000006,0.3651446874933509
159,-0.047499999999999876,0.3644143981183642
160,-2.866250000000001,0.3636855693221275
161,-3.0612500000000002,0.36295819818348324
162,-2.9475,0.36223228178711625
163,-2.826250000000001,0.361507817223542
164,-2.9487499999999995,0.36078480158909493
165,-2.9237500000000014,0.3600632319859167
166,-2.908750000000001,0.35934310552194487
167,-2.955,0.358624419310901
168,-2.8,0.3579071704722792
169,1.3050000000000002,0.3571913561313347
170,-2.997500000000001,0.35647697341907203
171,-2.941250000000001,0.3557640194722339
172,0.44749999999999956,0.35505249143328943
173,-2.86625,0.3543423864504229
174,0.38124999999999964,0.353633701677522
175,-2.8600000000000003,0.352926434274167
176,-2.843750000000001,0.3522205814056186
177,-2.9462500000000005,0.35151614024280736
178,-3.2899999999999996,0.35081310796232174
179,-2.900000000000001,0.3501114817463971
180,-2.9337500000000007,0.3494112587829043
181,-1.04875,0.3487124362653385
182,-2.885,0.3480150113928078
183,-2.92625,0.3473189813700222
184,0.6999999999999998,0.34662434340728215
185,-3.11375,0.34593109472046757
186,-3.025000000000001,0.3452392325310266
187,-3.070000000000002,0.3445487540659646
188,-3.0025000000000013,0.3438596565578326
189,-3.26875,0.34317193724471695
190,-3.1262500000000006,0.3424855933702275
191,-2.7987500000000005,0.34180062218348706
192,-2.922500000000001,0.3411170209391201
193,-0.8149999999999995,0.3404347868972419
194,-3.205,0.3397539173234474
195,-2.9825000000000013,0.3390744094888005
196,0.21125000000000016,0.3383962606698229
197,-2.885000000000001,0.3377194681484833
198,-2.9712500000000004,0.33704402921218635
199,-0.7349999999999999,0.33636994115376195
200,-2.990000000000001,0.3356972012714544
201,-2.856250000000001,0.3350258068689115
202,-2.8762500000000006,0.33435575525517364
203,1.0437500000000002,0.3336870437446633
204,-2.9337500000000007,0.33301966965717394
205,-2.795000000000001,0.3323536303178596
206,-2.903750000000001,0.33168892305722386
207,-2.9387500000000006,0.33102554521110944
208,-3.051250000000001,0.3303634941206872
209,-2.85875,0.32970276713244584
210,-3.0574999999999997,0.32904336159818093
211,-2.9200000000000004,0.3283852748749846
212,-2.7687500000000003,0.3277285043252346
213,-2.990000000000001,0.3270730473165841
214,-2.9412500000000006,0.32641890122195094
215,-2.9037500000000014,0.32576606341950703
216,-0.7662499999999997,0.32511453129266804
217,-2.935000000000001,0.3244643022300827
218,-3.0212500000000015,0.32381537362562257
219,-2.865000000000001,0.3231677428783713
220,-2.9137500000000003,0.32252140739261453
221,-2.836250000000001,0.3218763645778293
222,-2.897500000000001,0.32123261184867363
223,-3.080000000000001,0.32059014662497626
224,-2.8275,0.3199489663317263
225,0.21124999999999994,0.31930906839906287
226,-1.0087500000000003,0.31867045026226476
227,0.6599999999999998,0.31803310936174023
228,-3.1037500000000002,0.31739704314301675
229,1.51375,0.3167622490567307
230,-3.0112500000000013,0.3161287245586173
231,-2.861250000000001,0.3154964671095001
232,-3.2950000000000004,0.3148654741752811
233,-2.8550000000000013,0.31423574322693054
234,-2.9687500000000004,0.3136072717404767
235,-2.7937500000000006,0.31298005719699573
236,-3.0250000000000012,0.31235409708260176
237,-3.0362500000000012,0.31172938888843654
238,0.60625,0.3111059301106597
239,-2.9950000000000006,0.31048371825043836
240,-2.9050000000000007,0.3098627508139375
241,-0.9512499999999997,0.3092430253123096
242,-2.8537500000000007,0.308624539261685
243,-2.8662500000000013,0.3080072901831616
244,-3.17125,0.3073912756027953
245,-2.901250000000001,0.30677649305158966
246,-3.13625,0.3061629400654865
247,-2.9637500000000006,0.3055506141853555
248,-2.9475000000000002,0.3049395129569848
249,-3.0250000000000004,0.3043296339310708
250,-2.91375,0.3037209746632087
251,-2.875000000000001,0.30311353271388225
252,-2.9800000000000004,0.30250730564845446
253,-2.9350000000000014,0.30190229103715754
254,-2.9800000000000013,0.3012984864550832
255,-2.863750000000001,0.3006958894821731
256,-0.8325000000000002,0.30009449770320873
257,0.03750000000000031,0.2994943087078023
258,-3.0012500000000006,0.2988953200903867
259,-2.8050000000000006,0.29829752945020593
260,-0.8599999999999997,0.2977009343913055
261,-2.94625,0.2971055325225229
262,-3.02375,0.2965113214574779
263,-2.848750000000001,0.29591829881456294
264,-2.957500000000002,0.2953264622169338
265,-2.9525000000000006,0.29473580929249993
266,-2.8975000000000013,0.2941463376739149
267,-2.843750000000001,0.2935580449985671
268,-2.81,0.29297092890856996
269,-3.0812500000000007,0.29238498705075283
270,-2.9212500000000006,0.2918002170766513
271,-1.0837500000000009,0.29121661664249804
272,-2.8887500000000004,0.29063418340921304
273,-2.8712500000000003,0.2900529150423946
274,0.6574999999999999,0.28947280921230983
275,-2.9050000000000007,0.2888938635938852
276,-0.8012499999999998,0.28831607586669744
277,-2.9212500000000006,0.28773944371496407
278,-2.8687500000000004,0.28716396482753415
279,-3.0400000000000014,0.2865896368978791
280,-2.901250000000001,0.28601645762408334
281,-2.965000000000001,0.2854444247088352
282,-2.767500000000001,0.2848735358594175
283,-2.7587500000000005,0.28430378878769863
284,-3.0387500000000007,0.28373518121012326
285,-2.8250000000000006,0.28316771084770304
286,-2.9087500000000004,0.2826013754260076
287,-2.95,0.28203617267515557
288,-3.0137500000000017,0.28147210032980524
289,-2.810000000000001,0.28090915612914563
290,-2.847500000000001,0.28034733781688737
291,-2.7575,0.27978664314125357
292,-0.7262499999999996,0.27922706985497103
293,-2.9787500000000007,0.2786686157152611
294,-2.960000000000001,0.27811127848383055
