episode,mean_reward,std_reward,min_reward,max_reward
1,-3.061000108718872,0.11608027666807175,-3.3237500190734863,-2.8924999237060547
2,-2.805375099182129,0.5829855799674988,-3.2987499237060547,-1.1087499856948853
3,-2.730374813079834,1.06406831741333,-3.8012499809265137,0.3737500011920929
4,-2.674875020980835,0.9918773770332336,-3.2149999141693115,0.26750001311302185
5,-3.0427498817443848,0.190985769033432,-3.483750104904175,-2.8524999618530273
6,-2.3797497749328613,1.2913486957550049,-3.2125000953674316,0.5674999952316284
7,-2.579249858856201,0.9949290156364441,-3.2362499237060547,0.014999999664723873
8,-2.653249740600586,0.9629190564155579,-3.622499942779541,-0.30000001192092896
9,-2.51200008392334,1.4811700582504272,-3.4912500381469727,1.443750023841858
10,-3.1282498836517334,0.12151544541120529,-3.3299999237060547,-2.9462499618530273
11,-2.534249782562256,1.0591930150985718,-3.4962499141693115,-0.4000000059604645
12,-3.0859999656677246,0.13561521470546722,-3.3012499809265137,-2.942500114440918
13,-3.0758750438690186,0.21643128991127014,-3.456249952316284,-2.7899999618530273
14,-3.10587477684021,0.167158305644989,-3.478749990463257,-2.913749933242798
15,-2.837125301361084,0.8245972394943237,-3.549999952316284,-0.45625001192092896
16,-3.1626250743865967,0.26512932777404785,-3.6649999618530273,-2.922499895095825
17,-2.8857500553131104,0.7949218153953552,-3.4937500953674316,-0.5649999976158142
18,-2.532750129699707,1.044346570968628,-3.387500047683716,-0.029999999329447746
19,-2.718750238418579,0.83841872215271,-3.1862499713897705,-0.22374999523162842
20,-3.093249797821045,0.12675172090530396,-3.302500009536743,-2.8975000381469727
21,-2.9972498416900635,0.19892272353172302,-3.456249952316284,-2.7587499618530273
22,-2.514124870300293,1.2154141664505005,-3.067500114440918,1.1262500286102295
23,-3.099249839782715,0.22775138914585114,-3.6237499713897705,-2.788749933242798
24,-2.707249879837036,0.9546669721603394,-3.440000057220459,0.08624999970197678
25,-2.7472500801086426,0.8844956159591675,-3.346250057220459,-0.12125000357627869
26,-3.161875009536743,0.1498512625694275,-3.461250066757202,-2.913749933242798
27,-2.599375009536743,1.152843952178955,-3.065000057220459,0.8550000190734863
28,-2.8202500343322754,0.49914106726646423,-3.2200000286102295,-1.3574999570846558
29,-2.8545002937316895,0.49835172295570374,-3.200000047683716,-1.3837499618530273
30,-2.95912504196167,0.11278585344552994,-3.233750104904175,-2.7699999809265137
31,-3.029125213623047,0.17197568714618683,-3.302500009536743,-2.786250114440918
32,-3.0256247520446777,0.17107675969600677,-3.369999885559082,-2.8350000381469727
33,-2.6833748817443848,1.168990135192871,-3.533750057220459,0.7799999713897705
34,-2.8832499980926514,0.5970228910446167,-3.6812500953674316,-1.2362500429153442
35,-2.3772499561309814,1.3851938247680664,-3.2899999618530273,1.056249976158142
36,-3.0601248741149902,0.22598427534103394,-3.6887500286102295,-2.809999942779541
37,-3.1041247844696045,0.2572389245033264,-3.643749952316284,-2.7300000190734863
38,-2.928499937057495,0.07159306854009628,-3.0250000953674316,-2.7774999141693115
39,-3.0295002460479736,0.08515463024377823,-3.182499885559082,-2.8975000381469727
40,-2.993375301361084,0.10864803940057755,-3.2125000953674316,-2.7799999713897705
41,-2.9917497634887695,0.13237632811069489,-3.237499952316284,-2.796250104904175
42,-2.7496249675750732,0.6723896265029907,-3.1337499618530273,-0.7574999928474426
43,-2.571624994277954,0.8044301867485046,-3.223750114440918,-0.8987500071525574
44,-3.082624912261963,0.15650224685668945,-3.5087499618530273,-2.9387500286102295
45,-3.0557498931884766,0.12012650072574615,-3.348750114440918,-2.908750057220459
46,-2.7568752765655518,0.8490837216377258,-3.447499990463257,-0.2524999976158142
47,-2.831125020980835,0.5346346497535706,-3.34375,-1.2912499904632568
48,-2.568000078201294,0.8468878865242004,-3.088749885559082,-0.7562500238418579
49,-2.7280001640319824,1.0197811126708984,-3.6575000286102295,0.25999999046325684
50,-2.8523752689361572,0.5247607827186584,-3.1937499046325684,-1.2962499856948853
51,-3.088249921798706,0.1905946582555771,-3.450000047683716,-2.833750009536743
52,-2.6182498931884766,0.8482276201248169,-3.2200000286102295,-0.7262499928474426
53,-2.644625186920166,0.917680561542511,-3.059999942779541,0.09875000268220901
54,-2.6470000743865967,0.9020362496376038,-3.182499885559082,0.028750000521540642
55,-2.939124822616577,0.1397520899772644,-3.1112499237060547,-2.619999885559082
56,-2.7002501487731934,0.8960269093513489,-3.3687500953674316,-0.05624999850988388
57,-2.7649998664855957,0.5195649862289429,-3.069999933242798,-1.2262500524520874
58,-2.721250057220459,0.918785035610199,-3.1787500381469727,0.02250000089406967
59,-2.978250026702881,0.10488565266132355,-3.231250047683716,-2.8475000858306885
60,-2.335624933242798,1.28179931640625,-3.1787500381469727,0.2549999952316284
61,-2.9560000896453857,0.06531365215778351,-3.0199999809265137,-2.805000066757202
62,-2.8621249198913574,0.6174023151397705,-3.481250047683716,-1.0762499570846558
63,-2.4237499237060547,1.2512893676757812,-3.283750057220459,0.7225000262260437
64,-2.471250057220459,1.027877926826477,-3.2049999237060547,0.013749999925494194
65,-2.1661248207092285,1.5809006690979004,-3.081249952316284,1.399999976158142
66,-1.933500051498413,1.6041350364685059,-3.069999933242798,0.9412500262260437
67,-1.5891250371932983,1.7844785451889038,-3.059999942779541,1.4900000095367432
68,-2.6767499446868896,0.8431419134140015,-3.1024999618530273,-0.17249999940395355
69,-3.009500026702881,0.10440030694007874,-3.2149999141693115,-2.858750104904175
70,-2.9605000019073486,0.09868381917476654,-3.096250057220459,-2.796250104904175
71,-2.224249839782715,1.5302380323410034,-3.2462499141693115,1.4600000381469727
72,-2.012625217437744,1.2047600746154785,-3.1737499237060547,-0.32624998688697815
73,-2.723249912261963,0.7224747538566589,-3.2487499713897705,-0.5924999713897705
74,-2.2198750972747803,1.3909082412719727,-3.03125,0.6524999737739563
75,-3.0083751678466797,0.1402977555990219,-3.346250057220459,-2.8212499618530273
76,-2.9618747234344482,0.1454414278268814,-3.2612500190734863,-2.708750009536743
77,-3.0097498893737793,0.14796724915504456,-3.28125,-2.819999933242798
78,-2.475750207901001,1.130936622619629,-3.365000009536743,0.16500000655651093
79,-2.511624813079834,1.318450927734375,-3.2049999237060547,1.4299999475479126
80,-1.9706249237060547,1.538611888885498,-3.2012500762939453,1.0149999856948853
81,-2.399625062942505,1.0952202081680298,-3.109999895095825,0.3824999928474426
82,-2.824000120162964,0.6136399507522583,-3.353749990463257,-1.0362499952316284
83,-2.710749864578247,0.8667751550674438,-3.418750047683716,-0.16249999403953552
84,-2.5863749980926514,0.8186391592025757,-2.9937500953674316,-0.13875000178813934
85,-2.760499954223633,0.7885165810585022,-3.358750104904175,-0.4424999952316284
86,-2.9716250896453857,0.1374625563621521,-3.255000114440918,-2.802500009536743
87,-1.9262501001358032,1.5734487771987915,-3.036250114440918,1.3799999952316284
88,-2.9811248779296875,0.09307160973548889,-3.1075000762939453,-2.8475000858306885
89,-1.8576250076293945,1.7493715286254883,-3.231250047683716,0.8987500071525574
90,-2.9862499237060547,0.06562443822622299,-3.130000114440918,-2.865000009536743
91,-2.3088748455047607,1.1736445426940918,-3.0250000953674316,0.1875
92,-2.9448750019073486,0.0820450410246849,-3.072499990463257,-2.786250114440918
93,-2.6503748893737793,0.6714039444923401,-2.9512500762939453,-0.6399999856948853
94,-2.7166249752044678,0.9223763942718506,-3.265000104904175,0.03500000014901161
95,-2.9076249599456787,0.14104795455932617,-3.1700000762939453,-2.625
96,-2.9906249046325684,0.13775572180747986,-3.3237500190734863,-2.825000047683716
97,-3.0421249866485596,0.10132411867380142,-3.1987500190734863,-2.9000000953674316
98,-2.528749942779541,1.1329199075698853,-3.067500114440918,0.862500011920929
99,-2.716125011444092,0.8122421503067017,-3.2825000286102295,-0.3125
100,-2.7053751945495605,1.04175865650177,-3.651249885559082,0.3425000011920929
