episode,reward,epsilon
1,-3.2400000000000015,0.5
2,-2.960000000000001,0.499
3,-3.059999999999999,0.498002
4,-2.9900000000000007,0.497005996
5,-2.8499999999999996,0.496011984008
6,0.8000000000000002,0.495019960039984
7,-2.8100000000000005,0.49402992011990404
8,-2.870000000000001,0.49304186027966423
9,-3.2,0.49205577655910493
10,-2.7700000000000005,0.4910716650059867
11,-2.77,0.49008952167597475
12,-2.9300000000000006,0.4891093426326228
13,-2.8300000000000005,0.4881311239473575
14,0.015000000000000346,0.4871548616994628
15,-2.9100000000000006,0.4861805519760639
16,-2.73,0.4852081908721118
17,1.145,0.4842377744903676
18,-2.9099999999999997,0.48326929894138687
19,-2.7600000000000007,0.4823027603435041
20,-2.990000000000001,0.4813381548228171
21,-2.8200000000000007,0.48037547851317147
22,-2.810000000000001,0.4794147275561451
23,-3.0400000000000005,0.47845589810103284
24,-2.93,0.4774989863048308
25,-2.7600000000000007,0.4765439883322211
26,-3.0500000000000003,0.4755909003555567
27,-2.920000000000001,0.47463971855484555
28,-2.980000000000001,0.47369043911773584
29,-2.71,0.47274305823950036
30,-2.9000000000000004,0.47179757212302137
31,-3.35,0.47085397697877535
32,-2.940000000000001,0.4699122690248178
33,-3.3400000000000016,0.46897244448676817
34,-2.87,0.46803449959779464
35,-2.9899999999999998,0.46709843059859907
36,-2.98,0.46616423373740185
37,-2.9300000000000006,0.465231905269927
38,-3.059999999999999,0.4643014414593872
39,-2.7500000000000004,0.4633728385764684
40,-0.8,0.46244609289931543
41,-3.13,0.4615212007135168
42,-3.040000000000001,0.4605981583120898
43,-3.05,0.4596769619954656
44,-3.01,0.45875760807147464
45,-3.02,0.45784009285533167
46,0.2649999999999999,0.456924412669621
47,-2.89,0.4560105638442818
48,-0.8799999999999997,0.4550985427165932
49,-3.17,0.45418834563116006
50,-3.1300000000000012,0.45327996893989775
51,-3.020000000000001,0.45237340900201795
52,0.11500000000000021,0.45146866218401394
53,-3.0300000000000007,0.4505657248596459
54,-3.1200000000000006,0.4496645934099266
